Id,Response
3200,1
3209,6
3210,8
3214,7
3229,6
3230,7
3233,8
3242,5
3244,8
3249,5
3251,4
3253,1
3264,2
3271,2
3272,8
3274,7
3276,2
3280,5
3282,6
3285,8
3297,7
3298,8
3307,6
3309,8
3310,8
3312,6
3314,8
3315,5
3316,1
3319,6
3322,8
3327,8
3332,7
3334,8
3336,2
3338,8
3340,7
3343,2
3352,8
3353,8
3356,8
3357,8
3360,8
3365,8
3366,8
3367,8
3369,8
3374,6
3376,6
3381,8
3385,5
3386,6
3397,8
3403,5
3409,2
3414,8
3415,8
3423,8
3427,7
3428,8
3439,6
3441,8
3442,2
3447,6
3453,7
3456,5
3458,6
3459,8
3462,8
3464,8
3477,8
3480,7
3483,8
3490,6
3497,7
3498,8
3500,5
3504,5
3509,2
3510,8
3511,8
3525,5
3528,6
3529,1
3531,5
3532,8
3536,1
3537,2
3538,6
3547,6
3557,6
3572,7
3573,7
3588,8
3590,7
3597,8
3601,6
3602,8
3608,8
3611,6
3616,6
3619,7
3623,7
3638,6
3641,7
3643,8
3647,6
3648,7
3662,5
3663,8
3665,1
3679,8
3683,7
3692,6
3700,8
3705,7
3706,8
3711,8
3712,2
3716,1
3725,6
3727,8
3739,7
3740,6
3743,6
3744,2
3750,8
3751,6
3752,2
3753,6
3754,6
3761,8
3762,8
3764,2
3773,8
3774,5
3775,8
3776,8
3785,8
3788,8
3791,5
3792,8
3794,1
3797,7
3798,8
3807,5
3808,8
3810,5
3813,7
3815,8
3818,7
3820,4
3824,8
3832,8
3836,8
3837,6
3849,7
3853,7
3861,5
3862,7
3863,6
3867,6
3868,8
3871,8
3873,6
3874,7
3879,8
3881,7
3883,8
3887,6
3888,6
3889,7
3898,1
3901,8
3904,6
3905,6
3907,6
3911,4
3915,6
3917,5
3923,8
3925,1
3931,6
3934,8
3943,7
3946,4
3947,7
3949,6
3958,6
3959,8
3960,5
3969,8
3971,8
3973,8
3976,8
3979,8
3982,8
3992,7
3993,8
3995,7
3997,7
4002,8
4003,8
4006,8
4010,8
4011,6
4012,8
4019,8
4020,6
4026,6
4030,5
4033,1
4034,8
4038,5
4045,8
4046,8
4047,1
4048,8
4055,8
4061,8
4063,1
4066,8
4069,8
4076,8
4081,8
4086,8
4087,8
4094,8
4096,4
4105,6
4107,6
4110,1
4115,8
4128,6
4131,8
4136,2
4140,5
4141,6
4142,8
4146,6
4156,6
4159,8
4171,8
4174,2
4175,1
4180,8
4187,8
4191,2
4193,6
4197,8
4201,2
4203,1
4205,5
4206,6
4209,7
4213,8
4215,6
4220,8
4223,8
4225,7
4234,2
4241,7
4244,6
4247,6
4254,2
4255,6
4262,2
4263,8
4266,3
4269,8
4270,1
4271,1
4274,7
4279,6
4286,2
4287,6
4288,8
4290,2
4294,8
4296,8
4299,7
4302,8
4316,8
4320,6
4321,5
4324,3
4325,5
4326,8
4332,8
4334,8
4343,8
4348,8
4350,7
4353,6
4356,8
4361,7
4367,5
4369,8
4371,8
4373,6
4374,2
4376,8
4393,5
4394,6
4397,2
4398,8
4404,8
4410,7
4411,1
4412,8
4414,7
4415,8
4418,2
4420,8
4426,6
4427,7
4430,2
4431,5
4435,8
4437,6
4438,8
4458,8
4461,6
4462,5
4464,6
4482,8
4484,6
4489,4
4494,7
4496,8
4503,7
4508,7
4515,2
4516,8
4517,8
4518,8
4524,5
4525,6
4527,8
4529,8
4535,6
4538,1
4544,6
4545,6
4550,6
4551,7
4554,8
4563,2
4565,8
4573,6
4576,8
4578,8
4587,7
4590,7
4597,6
4600,8
4608,8
4612,6
4615,8
4616,8
4618,8
4620,6
4622,5
4624,8
4628,6
4631,8
4633,8
4646,6
4648,1
4655,8
4669,8
4673,6
4677,8
4680,8
4683,1
4691,5
4694,8
4697,8
4698,1
4704,6
4711,7
4713,6
4716,5
4724,6
4727,8
4730,8
4731,5
4732,6
4741,5
4742,8
4743,8
4753,8
4758,8
4762,1
4765,2
4782,2
4787,8
4788,8
4789,1
4790,8
4792,8
4797,6
4805,6
4806,8
4809,6
4814,8
4823,8
4825,2
4830,4
4832,1
4833,1
4840,6
4841,7
4844,8
4845,7
4849,6
4858,8
4870,7
4875,8
4877,8
4882,5
4891,5
4900,8
4905,8
4907,5
4908,8
4923,6
4924,8
4925,8
4927,6
4933,8
4935,8
4941,1
4944,8
4946,6
4953,6
4956,2
4968,1
4985,1
4989,8
4995,1
5005,6
5010,6
5016,8
5018,8
5029,1
5031,6
5037,2
5039,5
5041,7
5043,6
5052,6
5055,7
5059,8
5063,8
5067,8
5070,6
5072,7
5073,7
5079,8
5086,8
5093,7
5094,2
5098,8
5101,8
5108,2
5112,7
5113,8
5119,8
5120,1
5121,6
5126,8
5127,8
5128,8
5131,4
5137,6
5146,7
5148,6
5150,7
5159,8
5160,8
5163,1
5170,8
5177,6
5179,8
5185,6
5188,8
5190,8
5191,7
5192,1
5195,1
5198,2
5208,5
5214,7
5215,8
5219,4
5220,8
5223,6
5224,5
5225,8
5227,6
5229,8
5231,6
5236,2
5237,8
5238,7
5240,6
5248,8
5252,8
5256,1
5269,8
5270,5
5272,8
5275,8
5276,6
5279,8
5280,8
5281,8
5291,8
5292,8
5294,2
5296,8
5302,6
5307,8
5312,8
5313,6
5314,8
5315,6
5316,8
5317,8
5318,6
5321,7
5322,8
5323,5
5324,8
5334,8
5343,6
5344,2
5345,7
5355,2
5364,6
5369,8
5371,5
5380,7
5385,2
5392,4
5395,6
5396,8
5398,8
5400,8
5402,8
5411,8
5412,2
5414,6
5417,7
5424,8
5427,8
5428,5
5430,6
5432,7
5438,4
5448,7
5459,3
5460,8
5461,7
5463,2
5477,6
5479,5
5481,8
5482,7
5491,7
5493,8
5506,5
5507,2
5517,7
5532,8
5533,7
5534,8
5541,8
5542,2
5548,2
5551,2
5553,6
5554,8
5565,7
5574,8
5575,8
5576,1
5583,6
5584,2
5586,6
5587,5
5588,8
5596,8
5597,8
5601,7
5603,8
5613,1
5614,8
5618,8
5619,8
5621,8
5622,8
5627,8
5628,6
5630,8
5633,1
5639,4
5643,7
5649,8
5653,7
5655,7
5664,1
5667,5
5670,8
5674,2
5678,8
5680,5
5687,5
5692,7
5694,6
5697,8
5701,6
5704,8
5710,8
5711,6
5716,5
5724,8
5725,2
5726,5
5727,1
5731,7
5749,5
5751,8
5755,6
5756,8
5761,8
5767,1
5768,5
5770,8
5772,6
5773,6
5775,8
5776,6
5784,1
5792,2
5793,7
5794,8
5797,8
5799,8
5800,8
5805,7
5809,8
5813,2
5817,8
5824,8
5829,4
5832,2
5835,6
5837,5
5847,8
5854,6
5857,6
5860,8
5872,6
5874,8
5876,6
5880,8
5882,8
5891,7
5892,6
5906,8
5922,8
5923,5
5927,6
5929,1
5941,1
5942,7
5945,8
5947,6
5950,8
5951,7
5952,6
5960,8
5965,6
5967,8
5974,8
5977,2
5984,2
5987,8
5991,6
5996,6
5997,8
6002,2
6005,6
6008,8
6009,2
6014,6
6027,8
6030,1
6033,8
6034,5
6035,8
6043,8
6046,6
6047,6
6048,8
6070,2
6071,6
6085,1
6090,7
6091,8
6092,7
6098,8
6106,8
6108,8
6111,2
6115,7
6117,5
6121,6
6124,6
6126,8
6129,7
6131,8
6141,8
6142,2
6143,1
6144,6
6147,6
6148,6
6155,7
6158,2
6159,1
6162,4
6166,8
6172,5
6177,5
6178,8
6181,6
6182,8
6185,7
6191,8
6195,8
6204,7
6205,8
6211,6
6212,8
6219,4
6220,8
6223,6
6226,8
6239,6
6243,8
6249,2
6252,8
6255,5
6260,6
6261,8
6263,5
6264,7
6270,2
6271,8
6272,8
6274,8
6277,2
6280,7
6284,8
6286,4
6288,6
6290,8
6293,6
6299,2
6301,7
6304,2
6306,2
6308,8
6309,4
6312,8
6321,6
6322,4
6331,2
6335,8
6340,5
6343,8
6344,5
6347,7
6348,5
6349,8
6350,8
6354,8
6355,3
6362,6
6367,8
6372,6
6375,8
6379,2
6384,5
6386,8
6390,1
6396,5
6401,2
6403,7
6408,5
6410,2
6420,8
6430,8
6436,8
6440,8
6442,8
6443,8
6444,2
6459,8
6466,7
6469,7
6474,8
6475,2
6476,1
6490,6
6491,1
6496,2
6497,8
6498,6
6499,7
6501,7
6514,2
6515,8
6524,8
6526,1
6532,6
6537,6
6538,8
6541,5
6546,6
6551,1
6554,6
6557,6
6560,1
6565,6
6566,6
6578,5
6582,8
6587,6
6593,7
6596,8
6611,8
6615,7
6620,8
6626,6
6627,6
6628,5
6635,6
6639,7
6641,1
6645,6
6660,8
6663,7
6669,6
6674,2
6682,6
6685,6
6687,8
6692,5
6695,8
6696,2
6699,6
6700,7
6701,8
6705,4
6707,6
6709,8
6711,8
6714,1
6722,6
6723,8
6724,7
6726,7
6733,7
6734,6
6735,8
6736,1
6738,1
6741,8
6746,8
6754,8
6758,2
6763,1
6764,2
6768,8
6778,2
6784,8
6785,6
6787,8
6806,6
6825,6
6830,3
6831,6
6832,1
6833,5
6835,2
6842,8
6843,2
6853,6
6859,2
6860,2
6862,6
6867,2
6868,7
6885,8
6888,2
6889,7
6897,1
6898,1
6900,7
6902,1
6903,5
6907,2
6909,1
6911,6
6925,8
6930,2
6931,6
6933,2
6937,1
6941,2
6948,7
6950,8
6956,8
6957,8
6960,8
6962,6
6969,6
6971,2
6973,1
6980,2
6983,1
6985,6
6999,8
7005,8
7006,8
7007,8
7012,4
7013,6
7016,6
7017,8
7020,6
7024,6
7026,1
7027,2
7029,6
7032,6
7034,8
7044,8
7054,6
7057,7
7058,6
7060,7
7065,6
7069,7
7071,8
7076,2
7077,7
7081,1
7082,3
7093,8
7095,2
7098,7
7099,1
7105,1
7106,6
7122,4
7129,8
7130,8
7135,5
7136,2
7137,1
7138,8
7141,8
7143,8
7159,7
7162,8
7165,2
7169,4
7171,5
7172,7
7175,8
7178,7
7182,7
7190,8
7194,6
7196,7
7205,8
7207,6
7210,8
7211,8
7216,8
7219,5
7222,6
7224,8
7234,6
7237,8
7242,1
7246,8
7247,1
7251,6
7252,1
7257,4
7276,6
7281,8
7286,8
7287,6
7295,7
7297,6
7300,7
7307,8
7308,2
7310,6
7315,1
7317,7
7318,8
7322,6
7325,8
7326,8
7332,2
7342,8
7345,8
7347,6
7349,6
7352,7
7353,1
7354,8
7370,8
7392,8
7394,8
7396,6
7397,6
7400,8
7402,2
7406,8
7409,8
7410,8
7412,8
7414,2
7419,7
7420,2
7421,8
7424,6
7428,1
7431,8
7435,8
7437,8
7445,6
7449,6
7456,6
7458,8
7459,6
7463,1
7464,7
7465,8
7467,8
7471,1
7472,6
7485,6
7494,2
7505,8
7511,8
7512,8
7513,6
7514,1
7515,8
7523,5
7530,7
7531,8
7536,8
7538,8
7542,1
7543,8
7549,5
7557,8
7559,6
7560,8
7563,5
7564,7
7567,8
7572,8
7575,6
7588,7
7595,4
7596,2
7602,8
7609,6
7612,8
7613,6
7621,7
7622,7
7624,8
7625,8
7629,8
7632,8
7634,7
7636,8
7637,5
7638,1
7640,6
7643,8
7648,8
7653,1
7654,8
7662,6
7671,8
7674,8
7682,5
7683,8
7686,8
7690,4
7692,6
7694,6
7695,2
7700,6
7714,4
7715,8
7721,8
7728,8
7737,6
7739,1
7745,6
7747,6
7761,8
7762,8
7763,8
7770,5
7771,6
7774,8
7776,2
7779,7
7793,7
7795,8
7796,8
7800,8
7803,7
7808,8
7811,8
7812,6
7813,5
7814,7
7818,1
7826,7
7827,8
7831,8
7834,6
7837,6
7841,8
7842,8
7843,2
7844,8
7851,8
7854,8
7856,7
7859,8
7866,6
7869,8
7870,6
7872,2
7886,8
7892,7
7893,7
7908,8
7910,8
7914,8
7919,6
7922,7
7930,2
7932,5
7947,1
7949,6
7950,8
7952,6
7953,8
7955,8
7960,6
7961,6
7962,7
7963,8
7967,1
7968,7
7975,6
7977,6
7980,7
7985,7
7987,7
7994,1
7995,8
7999,8
8005,8
8007,7
8009,8
8014,6
8017,7
8018,8
8024,8
8025,8
8026,6
8029,1
8031,8
8035,6
8049,7
8058,6
8060,8
8061,5
8070,7
8071,8
8072,5
8073,8
8075,6
8076,6
8081,6
8082,6
8090,6
8094,6
8097,6
8107,1
8112,5
8115,7
8120,5
8123,2
8128,5
8129,8
8133,8
8138,7
8142,6
8143,6
8145,7
8146,8
8147,6
8151,7
8153,8
8163,2
8167,8
8168,5
8169,7
8172,1
8178,1
8184,8
8185,7
8186,5
8187,7
8191,6
8196,6
8205,7
8206,8
8216,3
8218,7
8219,8
8227,7
8228,8
8230,8
8231,1
8234,8
8241,8
8242,8
8245,8
8246,8
8251,1
8254,6
8262,1
8269,8
8277,8
8286,6
8287,5
8288,6
8289,6
8292,7
8293,6
8294,6
8296,7
8306,6
8307,2
8314,6
8317,2
8320,8
8326,1
8329,5
8330,6
8331,5
8343,6
8350,6
8352,1
8354,6
8355,6
8356,6
8357,1
8364,8
8370,2
8381,2
8382,7
8383,8
8386,2
8389,8
8390,1
8393,8
8399,8
8400,4
8403,6
8404,6
8405,8
8409,6
8413,7
8417,7
8418,6
8423,8
8427,7
8431,8
8432,8
8434,8
8437,8
8447,6
8449,8
8457,3
8459,6
8461,6
8466,6
8467,8
8469,8
8479,5
8481,8
8493,7
8496,8
8501,8
8502,6
8508,6
8509,8
8514,8
8518,1
8519,6
8527,8
8530,6
8537,7
8539,7
8542,8
8547,7
8550,8
8554,8
8556,7
8560,8
8566,6
8569,8
8571,8
8572,6
8575,6
8580,1
8584,2
8585,8
8587,2
8593,6
8595,7
8597,6
8598,8
8599,6
8601,8
8607,6
8612,6
8621,8
8625,6
8630,8
8631,6
8633,7
8644,8
8650,1
8652,8
8656,8
8657,8
8659,8
8660,8
8665,7
8667,1
8668,7
8670,2
8682,8
8690,6
8692,8
8698,2
8702,6
8710,7
8713,8
8714,8
8715,8
8718,8
8719,6
8722,8
8737,6
8738,8
8739,8
8740,7
8745,8
8750,8
8754,2
8757,8
8762,1
8769,8
8773,8
8782,7
8790,6
8804,1
8815,8
8818,7
8819,8
8828,8
8831,1
8838,8
8841,5
8847,6
8849,2
8857,2
8860,1
8861,8
8875,8
8884,6
8889,2
8891,8
8893,8
8894,7
8897,8
8909,8
8928,8
8932,5
8933,7
8934,8
8938,8
8943,1
8946,7
8951,5
8953,6
8959,2
8960,6
8963,6
8968,8
8972,7
8973,5
8977,1
8978,7
8980,8
8984,2
8987,8
8989,8
8995,8
8996,8
9001,4
9003,2
9005,5
9007,7
9009,7
9012,8
9015,8
9024,8
9031,6
9032,6
9035,6
9053,8
9060,4
9067,8
9068,8
9077,6
9080,8
9084,8
9087,6
9090,6
9095,8
9098,2
9101,8
9108,6
9112,1
9113,7
9117,7
9123,8
9124,8
9127,7
9130,6
9132,7
9136,6
9138,8
9142,8
9143,6
9145,8
9146,5
9148,8
9151,6
9154,8
9158,8
9163,5
9169,5
9171,8
9176,7
9181,6
9185,8
9187,8
9188,8
9190,8
9204,8
9205,6
9207,5
9213,8
9220,8
9221,7
9224,5
9225,7
9227,8
9232,8
9234,8
9237,8
9238,8
9240,2
9248,7
9253,8
9254,7
9257,6
9264,6
9267,1
9269,8
9271,8
9272,7
9276,8
9278,7
9280,6
9281,8
9286,1
9288,7
9290,2
9291,8
9293,6
9294,8
9295,8
9298,8
9303,2
9304,8
9307,8
9309,8
9314,6
9315,6
9317,8
9318,8
9319,1
9320,1
9326,8
9331,6
9339,1
9342,6
9349,6
9353,6
9359,8
9362,1
9366,8
9376,5
9384,6
9386,6
9390,6
9396,6
9399,1
9402,6
9415,6
9420,7
9421,1
9422,6
9425,1
9428,8
9440,8
9441,5
9443,7
9451,7
9456,2
9457,2
9459,7
9465,6
9475,6
9483,2
9485,8
9488,8
9492,4
9494,1
9495,2
9498,4
9502,6
9506,7
9509,7
9512,8
9516,8
9520,8
9524,6
9531,6
9532,8
9538,8
9547,7
9549,6
9550,2
9552,5
9555,8
9563,8
9565,8
9574,6
9586,6
9587,8
9593,8
9594,6
9597,8
9600,1
9603,8
9607,8
9608,7
9609,1
9610,8
9612,7
9613,6
9618,2
9619,5
9621,6
9625,6
9638,8
9644,1
9650,2
9652,6
9654,8
9660,8
9665,8
9666,7
9668,7
9672,8
9674,7
9677,1
9683,5
9689,8
9690,8
9691,6
9701,8
9709,8
9712,8
9713,6
9714,5
9717,8
9720,6
9726,8
9729,5
9730,8
9741,8
9747,7
9763,8
9765,7
9771,7
9774,8
9777,1
9779,2
9783,6
9784,7
9791,8
9802,6
9810,1
9818,8
9820,8
9822,8
9825,5
9829,8
9832,8
9839,6
9846,8
9847,7
9852,6
9854,7
9855,1
9857,5
9860,6
9863,5
9866,2
9867,8
9869,8
9875,6
9879,1
9880,8
9885,1
9889,7
9890,7
9898,8
9900,2
9901,6
9917,7
9927,2
9928,5
9933,6
9937,6
9939,8
9940,2
9942,2
9945,8
9946,7
9950,8
9953,5
9954,1
9961,1
9975,8
9980,6
9983,8
9988,6
9989,5
9990,1
9991,8
9993,5
10000,5
10007,8
10010,8
10013,1
10019,6
10024,8
10026,6
10034,8
10037,6
10038,1
10045,7
10046,8
10056,7
10060,8
10062,8
10067,6
10070,6
10073,1
10074,8
10082,7
10086,8
10092,8
10096,8
10110,7
10111,6
10113,8
10115,6
10116,8
10117,8
10132,8
10135,5
10136,8
10144,2
10147,7
10154,8
10162,8
10164,6
10166,2
10167,7
10179,8
10184,8
10192,2
10203,6
10206,2
10215,8
10217,8
10222,7
10227,5
10231,8
10232,6
10236,7
10238,7
10248,2
10252,5
10262,8
10273,6
10288,6
10289,6
10290,7
10291,8
10292,7
10296,8
10302,4
10304,2
10311,2
10312,6
10313,2
10316,6
10318,8
10319,2
10320,8
10324,2
10325,7
10329,2
10330,6
10332,1
10333,7
10344,7
10348,8
10349,5
10352,1
10353,7
10354,8
10356,8
10357,6
10360,7
10362,8
10367,2
10369,8
10370,8
10372,3
10376,8
10377,8
10379,8
10384,7
10388,8
10391,8
10395,8
10403,7
10405,6
10407,6
10411,5
10417,8
10418,8
10420,8
10422,2
10426,5
10447,7
10449,1
10450,5
10453,7
10455,5
10457,2
10458,2
10461,6
10463,2
10467,8
10470,2
10475,6
10482,8
10485,4
10495,7
10501,7
10504,8
10510,8
10513,2
10517,6
10525,6
10530,2
10536,7
10537,6
10540,6
10550,8
10551,1
10552,8
10557,8
10560,1
10562,2
10563,1
10566,1
10568,1
10578,1
10580,1
10587,8
10597,4
10599,8
10606,1
10608,8
10610,5
10614,1
10615,8
10617,7
10625,2
10629,8
10633,1
10636,8
10637,6
10640,8
10649,8
10653,8
10654,8
10656,2
10660,8
10662,6
10667,5
10669,8
10671,7
10672,8
10676,8
10677,8
10680,8
10681,2
10690,8
10702,6
10703,2
10706,8
10708,6
10710,6
10713,8
10718,2
10720,6
10724,5
10726,8
10732,8
10735,7
10739,6
10742,6
10746,4
10747,8
10748,8
10752,8
10754,8
10758,7
10766,8
10768,8
10771,7
10772,8
10781,2
10782,6
10786,8
10788,7
10789,5
10796,2
10798,8
10802,6
10804,6
10812,8
10824,3
10826,7
10833,8
10837,1
10840,1
10841,7
10842,8
10846,6
10848,8
10849,6
10850,8
10853,6
10855,8
10856,8
10858,8
10861,8
10867,6
10883,2
10890,6
10892,8
10893,8
10896,5
10897,2
10901,8
10907,8
10909,8
10910,1
10913,8
10921,8
10926,7
10929,8
10933,2
10936,8
10938,6
10940,5
10941,8
10942,2
10947,1
10949,7
10951,6
10952,2
10955,1
10977,8
10978,4
10979,6
10980,1
10993,2
10995,8
11000,6
11002,8
11008,6
11009,6
11017,6
11023,8
11026,4
11027,2
11036,8
11041,6
11050,8
11075,8
11077,2
11088,6
11090,8
11092,8
11097,1
11101,8
11110,6
11112,1
11113,5
11123,8
11124,1
11126,1
11135,5
11136,2
11139,7
11146,7
11159,2
11166,8
11173,2
11174,2
11177,6
11178,1
11180,8
11188,6
11189,6
11190,6
11192,7
11203,6
11206,1
11209,7
11215,8
11224,8
11225,5
11227,2
11231,1
11242,7
11245,7
11246,6
11249,6
11251,8
11253,8
11255,8
11257,5
11258,7
11265,1
11268,1
11270,8
11272,5
11277,7
11278,8
11282,1
11285,2
11288,4
11293,2
11295,5
11296,2
11301,8
11311,6
11317,3
11320,6
11323,8
11325,5
11331,8
11332,7
11342,6
11345,6
11350,6
11356,1
11357,5
11383,2
11386,8
11387,8
11388,8
11390,5
11392,8
11394,2
11406,8
11410,1
11412,8
11417,6
11418,8
11423,6
11424,4
