,0,names
192,-52414256298.76415,IH2_2
193,-2103010632408.8052,IH2_3
194,-3119408258311.2266,IH3_1
195,-25883235906.265102,IH3_2
196,-3119424041995.83,IH3_3
197,309123124660.8025,IH4_1
198,189007337382.60135,IH4_2
199,306448952893.9728,IH4_3
200,-377528091106.00226,IH7_1
201,-160226784597.52246,IH7_2
202,-374014417836.8587,IH7_3
203,829336973641.7441,IH8_1
204,932970138681.9315,IH8_2
205,872641315843.9617,IH8_3
206,187669007664.78244,IH9_1
207,1039171399162.3096,IH9_2
208,1036827712222.46,IH9_3
209,478511954053.3529,FH1_1
210,2304544038145.669,FH1_2
211,2324492810684.775,FH1_3
212,0.0,P3_7
213,0.0,P3_14
214,0.0,P3_25
215,0.0,P3_35
216,0.0,E2_8
217,0.0,E2_24
